contratacion_id,empresa_id,empresa,anio,mes,mes_nombre,trimestre,rol,candidatos_recibidos,entrevistados,ofertas_enviadas,contratados,tasa_conversion_pct,tiempo_contratacion_dias,fuente_principal
CNT00233,E01,Accenture Monterrey,2024,12,December,Q4,Backend Developer,224,100,20,14,6.25,21,Referidos
CNT00234,E01,Accenture Monterrey,2024,12,December,Q4,Frontend Developer,238,69,20,14,5.88,55,Glassdoor
CNT00235,E01,Accenture Monterrey,2024,12,December,Q4,Full Stack Developer,209,92,23,16,7.66,58,LinkedIn
CNT00236,E01,Accenture Monterrey,2024,12,December,Q4,DevOps Engineer,168,54,17,12,7.14,59,Referidos
CNT00237,E01,Accenture Monterrey,2024,12,December,Q4,Cloud Architect,72,24,7,4,5.56,33,Referidos
CNT00238,E01,Accenture Monterrey,2024,12,December,Q4,Scrum Master,126,32,9,7,5.56,38,LinkedIn
CNT00239,E01,Accenture Monterrey,2024,12,December,Q4,Project Manager,100,42,13,9,9.0,57,Glassdoor
CNT00240,E01,Accenture Monterrey,2024,12,December,Q4,Cybersecurity Analyst,238,99,20,13,5.46,28,LinkedIn
CNT00241,E02,Tata Consultancy Services,2023,1,January,Q1,Data Analyst,180,56,21,18,10.0,42,OCC Mundial
CNT00242,E02,Tata Consultancy Services,2023,1,January,Q1,Software Developer,416,109,28,23,5.53,44,Referidos
CNT00243,E02,Tata Consultancy Services,2023,1,January,Q1,Backend Developer,288,95,26,17,5.9,32,LinkedIn
CNT00244,E02,Tata Consultancy Services,2023,1,January,Q1,Frontend Developer,75,24,7,4,5.33,36,Csoftmty Jobs
CNT00245,E02,Tata Consultancy Services,2023,1,January,Q1,Full Stack Developer,285,107,22,17,5.96,32,OCC Mundial
CNT00246,E02,Tata Consultancy Services,2023,1,January,Q1,DevOps Engineer,99,42,10,8,8.08,18,Referidos
CNT00247,E02,Tata Consultancy Services,2023,1,January,Q1,Cloud Architect,65,20,4,3,4.62,28,OCC Mundial
CNT00248,E02,Tata Consultancy Services,2023,1,January,Q1,Scrum Master,153,45,9,6,3.92,60,Csoftmty Jobs
CNT00249,E02,Tata Consultancy Services,2023,1,January,Q1,Project Manager,77,23,6,4,5.19,62,LinkedIn
CNT00250,E02,Tata Consultancy Services,2023,1,January,Q1,Cybersecurity Analyst,266,75,16,11,4.14,18,OCC Mundial
CNT00251,E02,Tata Consultancy Services,2023,2,February,Q1,Data Analyst,360,126,30,26,7.22,32,LinkedIn
CNT00252,E02,Tata Consultancy Services,2023,2,February,Q1,Software Developer,414,123,39,24,5.8,60,Referidos
CNT00253,E02,Tata Consultancy Services,2023,2,February,Q1,Backend Developer,112,44,9,6,5.36,54,Referidos
CNT00254,E02,Tata Consultancy Services,2023,2,February,Q1,Frontend Developer,234,63,21,12,5.13,31,LinkedIn
CNT00255,E02,Tata Consultancy Services,2023,2,February,Q1,Full Stack Developer,135,39,7,4,2.96,34,Referidos
CNT00256,E02,Tata Consultancy Services,2023,2,February,Q1,DevOps Engineer,70,27,10,7,10.0,34,LinkedIn
CNT00257,E02,Tata Consultancy Services,2023,2,February,Q1,Cloud Architect,108,34,8,6,5.56,46,LinkedIn
CNT00258,E02,Tata Consultancy Services,2023,2,February,Q1,Scrum Master,126,36,10,6,4.76,18,Csoftmty Jobs
CNT00259,E02,Tata Consultancy Services,2023,2,February,Q1,Project Manager,65,20,6,4,6.15,45,OCC Mundial
CNT00260,E02,Tata Consultancy Services,2023,2,February,Q1,Cybersecurity Analyst,182,59,15,13,7.14,58,LinkedIn
CNT00261,E02,Tata Consultancy Services,2023,3,March,Q1,Data Analyst,240,86,30,19,7.92,23,Universidad UANL/ITESM
CNT00262,E02,Tata Consultancy Services,2023,3,March,Q1,Software Developer,243,94,33,28,11.52,31,Csoftmty Jobs
CNT00263,E02,Tata Consultancy Services,2023,3,March,Q1,Backend Developer,150,47,13,10,6.67,32,Referidos
CNT00264,E02,Tata Consultancy Services,2023,3,March,Q1,Frontend Developer,100,25,9,7,7.0,40,LinkedIn
CNT00265,E02,Tata Consultancy Services,2023,3,March,Q1,Full Stack Developer,126,41,8,6,4.76,27,Referidos
CNT00266,E02,Tata Consultancy Services,2023,3,March,Q1,DevOps Engineer,96,42,9,5,5.21,26,Universidad UANL/ITESM
CNT00267,E02,Tata Consultancy Services,2023,3,March,Q1,Cloud Architect,57,19,5,3,5.26,38,Referidos
CNT00268,E02,Tata Consultancy Services,2023,3,March,Q1,Scrum Master,110,40,10,7,6.36,58,LinkedIn
CNT00269,E02,Tata Consultancy Services,2023,3,March,Q1,Project Manager,170,72,18,16,9.41,46,LinkedIn
CNT00270,E02,Tata Consultancy Services,2023,3,March,Q1,Cybersecurity Analyst,40,13,2,1,2.5,64,LinkedIn
CNT00271,E02,Tata Consultancy Services,2023,4,April,Q2,Data Analyst,266,81,21,16,6.02,43,LinkedIn
CNT00272,E02,Tata Consultancy Services,2023,4,April,Q2,Software Developer,608,155,36,31,5.1,59,Glassdoor
CNT00273,E02,Tata Consultancy Services,2023,4,April,Q2,Backend Developer,196,67,23,19,9.69,45,LinkedIn
CNT00274,E02,Tata Consultancy Services,2023,4,April,Q2,Frontend Developer,98,29,10,6,6.12,31,LinkedIn
CNT00275,E02,Tata Consultancy Services,2023,4,April,Q2,Full Stack Developer,182,68,24,19,10.44,18,OCC Mundial
CNT00276,E02,Tata Consultancy Services,2023,4,April,Q2,DevOps Engineer,72,22,8,6,8.33,32,LinkedIn
CNT00277,E02,Tata Consultancy Services,2023,4,April,Q2,Cloud Architect,64,25,8,4,6.25,20,OCC Mundial
CNT00278,E02,Tata Consultancy Services,2023,4,April,Q2,Scrum Master,65,24,6,4,6.15,19,LinkedIn
CNT00279,E02,Tata Consultancy Services,2023,4,April,Q2,Project Manager,84,25,8,5,5.95,47,LinkedIn
CNT00280,E02,Tata Consultancy Services,2023,4,April,Q2,Cybersecurity Analyst,90,36,11,7,7.78,58,Glassdoor
CNT00281,E02,Tata Consultancy Services,2023,5,May,Q2,Data Analyst,192,61,18,11,5.73,52,Csoftmty Jobs
CNT00282,E02,Tata Consultancy Services,2023,5,May,Q2,Software Developer,280,79,24,20,7.14,41,Glassdoor
CNT00283,E02,Tata Consultancy Services,2023,5,May,Q2,Backend Developer,270,98,21,15,5.56,54,Glassdoor
CNT00284,E02,Tata Consultancy Services,2023,5,May,Q2,Frontend Developer,154,49,14,9,5.84,46,OCC Mundial
CNT00285,E02,Tata Consultancy Services,2023,5,May,Q2,Full Stack Developer,180,55,15,10,5.56,43,OCC Mundial
CNT00286,E02,Tata Consultancy Services,2023,5,May,Q2,DevOps Engineer,140,37,8,6,4.29,18,Universidad UANL/ITESM
CNT00287,E02,Tata Consultancy Services,2023,5,May,Q2,Cloud Architect,20,8,1,0,0.0,23,Csoftmty Jobs
CNT00288,E02,Tata Consultancy Services,2023,5,May,Q2,Scrum Master,165,49,17,14,8.48,50,Referidos
CNT00289,E02,Tata Consultancy Services,2023,5,May,Q2,Project Manager,40,13,3,2,5.0,35,OCC Mundial
CNT00290,E02,Tata Consultancy Services,2023,5,May,Q2,Cybersecurity Analyst,152,63,19,15,9.87,18,LinkedIn
CNT00291,E02,Tata Consultancy Services,2023,6,June,Q2,Data Analyst,399,160,42,32,8.02,34,LinkedIn
CNT00292,E02,Tata Consultancy Services,2023,6,June,Q2,Software Developer,264,100,20,12,4.55,29,LinkedIn
CNT00293,E02,Tata Consultancy Services,2023,6,June,Q2,Backend Developer,224,90,19,11,4.91,43,Referidos
CNT00294,E02,Tata Consultancy Services,2023,6,June,Q2,Frontend Developer,72,20,4,3,4.17,34,OCC Mundial
CNT00295,E02,Tata Consultancy Services,2023,6,June,Q2,Full Stack Developer,154,52,15,10,6.49,31,LinkedIn
CNT00296,E02,Tata Consultancy Services,2023,6,June,Q2,DevOps Engineer,120,44,15,10,8.33,41,Csoftmty Jobs
CNT00297,E02,Tata Consultancy Services,2023,6,June,Q2,Cloud Architect,72,18,5,3,4.17,61,LinkedIn
CNT00298,E02,Tata Consultancy Services,2023,6,June,Q2,Scrum Master,70,26,6,4,5.71,39,OCC Mundial
CNT00299,E02,Tata Consultancy Services,2023,6,June,Q2,Project Manager,126,38,12,9,7.14,36,Glassdoor
CNT00300,E02,Tata Consultancy Services,2023,6,June,Q2,Cybersecurity Analyst,77,28,9,5,6.49,43,Glassdoor
CNT00301,E02,Tata Consultancy Services,2023,7,July,Q3,Data Analyst,171,69,19,16,9.36,32,OCC Mundial
CNT00302,E02,Tata Consultancy Services,2023,7,July,Q3,Software Developer,432,194,66,44,10.19,40,Referidos
CNT00303,E02,Tata Consultancy Services,2023,7,July,Q3,Backend Developer,190,68,23,14,7.37,54,LinkedIn
CNT00304,E02,Tata Consultancy Services,2023,7,July,Q3,Frontend Developer,190,68,21,18,9.47,60,LinkedIn
CNT00305,E02,Tata Consultancy Services,2023,7,July,Q3,Full Stack Developer,168,73,27,23,13.69,42,LinkedIn
CNT00306,E02,Tata Consultancy Services,2023,7,July,Q3,DevOps Engineer,120,39,10,7,5.83,44,OCC Mundial
CNT00307,E02,Tata Consultancy Services,2023,7,July,Q3,Cloud Architect,156,62,22,16,10.26,37,Universidad UANL/ITESM
CNT00308,E02,Tata Consultancy Services,2023,7,July,Q3,Scrum Master,64,21,4,2,3.12,44,OCC Mundial
CNT00309,E02,Tata Consultancy Services,2023,7,July,Q3,Project Manager,60,26,6,4,6.67,61,OCC Mundial
CNT00310,E02,Tata Consultancy Services,2023,7,July,Q3,Cybersecurity Analyst,132,57,15,11,8.33,62,LinkedIn
CNT00311,E02,Tata Consultancy Services,2023,8,August,Q3,Data Analyst,247,110,37,25,10.12,27,Csoftmty Jobs
CNT00312,E02,Tata Consultancy Services,2023,8,August,Q3,Software Developer,513,178,42,37,7.21,61,LinkedIn
CNT00313,E02,Tata Consultancy Services,2023,8,August,Q3,Backend Developer,168,67,22,15,8.93,36,OCC Mundial
CNT00314,E02,Tata Consultancy Services,2023,8,August,Q3,Frontend Developer,140,36,10,7,5.0,42,OCC Mundial
CNT00315,E02,Tata Consultancy Services,2023,8,August,Q3,Full Stack Developer,80,35,10,6,7.5,30,LinkedIn
CNT00316,E02,Tata Consultancy Services,2023,8,August,Q3,DevOps Engineer,48,12,4,2,4.17,45,Glassdoor
CNT00317,E02,Tata Consultancy Services,2023,8,August,Q3,Cloud Architect,112,37,8,6,5.36,30,LinkedIn
CNT00318,E02,Tata Consultancy Services,2023,8,August,Q3,Scrum Master,144,57,14,11,7.64,50,Csoftmty Jobs
CNT00319,E02,Tata Consultancy Services,2023,8,August,Q3,Project Manager,16,6,1,0,0.0,45,Glassdoor
CNT00320,E02,Tata Consultancy Services,2023,8,August,Q3,Cybersecurity Analyst,126,54,20,13,10.32,60,OCC Mundial
CNT00321,E02,Tata Consultancy Services,2023,9,September,Q3,Data Analyst,231,64,18,12,5.19,53,Csoftmty Jobs
CNT00322,E02,Tata Consultancy Services,2023,9,September,Q3,Software Developer,234,65,21,14,5.98,44,LinkedIn
CNT00323,E02,Tata Consultancy Services,2023,9,September,Q3,Backend Developer,187,77,29,19,10.16,20,Glassdoor
CNT00324,E02,Tata Consultancy Services,2023,9,September,Q3,Frontend Developer,72,25,9,6,8.33,49,LinkedIn
CNT00325,E02,Tata Consultancy Services,2023,9,September,Q3,Full Stack Developer,160,43,16,9,5.62,20,Referidos
CNT00326,E02,Tata Consultancy Services,2023,9,September,Q3,DevOps Engineer,40,15,3,2,5.0,53,Universidad UANL/ITESM
CNT00327,E02,Tata Consultancy Services,2023,9,September,Q3,Cloud Architect,70,31,8,6,8.57,26,LinkedIn
CNT00328,E02,Tata Consultancy Services,2023,9,September,Q3,Scrum Master,112,46,17,13,11.61,58,LinkedIn
CNT00329,E02,Tata Consultancy Services,2023,9,September,Q3,Project Manager,117,51,16,13,11.11,52,Glassdoor
CNT00330,E02,Tata Consultancy Services,2023,9,September,Q3,Cybersecurity Analyst,133,42,9,6,4.51,30,Glassdoor
CNT00331,E02,Tata Consultancy Services,2023,10,October,Q4,Data Analyst,216,83,17,13,6.02,63,OCC Mundial
CNT00332,E02,Tata Consultancy Services,2023,10,October,Q4,Software Developer,456,144,56,46,10.09,57,Csoftmty Jobs
CNT00333,E02,Tata Consultancy Services,2023,10,October,Q4,Backend Developer,168,53,18,10,5.95,64,Csoftmty Jobs
CNT00334,E02,Tata Consultancy Services,2023,10,October,Q4,Frontend Developer,192,72,28,24,12.5,28,Universidad UANL/ITESM
CNT00335,E02,Tata Consultancy Services,2023,10,October,Q4,Full Stack Developer,182,71,18,13,7.14,47,Universidad UANL/ITESM
CNT00336,E02,Tata Consultancy Services,2023,10,October,Q4,DevOps Engineer,228,83,21,14,6.14,56,LinkedIn
CNT00337,E02,Tata Consultancy Services,2023,10,October,Q4,Cloud Architect,60,23,6,5,8.33,43,Referidos
CNT00338,E02,Tata Consultancy Services,2023,10,October,Q4,Scrum Master,110,47,13,8,7.27,38,Referidos
CNT00339,E02,Tata Consultancy Services,2023,10,October,Q4,Project Manager,95,24,5,3,3.16,26,OCC Mundial
CNT00340,E02,Tata Consultancy Services,2023,10,October,Q4,Cybersecurity Analyst,120,39,9,7,5.83,36,LinkedIn
CNT00341,E02,Tata Consultancy Services,2023,11,November,Q4,Data Analyst,209,64,24,17,8.13,49,Referidos
CNT00342,E02,Tata Consultancy Services,2023,11,November,Q4,Software Developer,285,118,28,21,7.37,52,LinkedIn
CNT00343,E02,Tata Consultancy Services,2023,11,November,Q4,Backend Developer,204,72,20,16,7.84,45,LinkedIn
CNT00344,E02,Tata Consultancy Services,2023,11,November,Q4,Frontend Developer,247,64,22,16,6.48,22,Glassdoor
CNT00345,E02,Tata Consultancy Services,2023,11,November,Q4,Full Stack Developer,198,84,26,21,10.61,36,OCC Mundial
CNT00346,E02,Tata Consultancy Services,2023,11,November,Q4,DevOps Engineer,78,29,10,8,10.26,59,OCC Mundial
CNT00347,E02,Tata Consultancy Services,2023,11,November,Q4,Cloud Architect,80,30,6,4,5.0,33,Universidad UANL/ITESM
CNT00348,E02,Tata Consultancy Services,2023,11,November,Q4,Scrum Master,60,19,4,3,5.0,42,Glassdoor
CNT00349,E02,Tata Consultancy Services,2023,11,November,Q4,Project Manager,150,42,8,6,4.0,45,OCC Mundial
CNT00350,E02,Tata Consultancy Services,2023,11,November,Q4,Cybersecurity Analyst,198,86,27,16,8.08,41,OCC Mundial
CNT00351,E02,Tata Consultancy Services,2023,12,December,Q4,Data Analyst,168,60,20,16,9.52,47,LinkedIn
CNT00352,E02,Tata Consultancy Services,2023,12,December,Q4,Software Developer,310,107,37,32,10.32,33,LinkedIn
CNT00353,E02,Tata Consultancy Services,2023,12,December,Q4,Backend Developer,342,114,32,28,8.19,26,Referidos
CNT00354,E02,Tata Consultancy Services,2023,12,December,Q4,Frontend Developer,154,56,18,12,7.79,20,Glassdoor
CNT00355,E02,Tata Consultancy Services,2023,12,December,Q4,Full Stack Developer,272,102,34,26,9.56,60,LinkedIn
CNT00356,E02,Tata Consultancy Services,2023,12,December,Q4,DevOps Engineer,72,31,8,5,6.94,25,Glassdoor
CNT00357,E02,Tata Consultancy Services,2023,12,December,Q4,Cloud Architect,60,18,4,2,3.33,64,Referidos
CNT00358,E02,Tata Consultancy Services,2023,12,December,Q4,Scrum Master,48,20,7,5,10.42,43,OCC Mundial
CNT00359,E02,Tata Consultancy Services,2023,12,December,Q4,Project Manager,84,24,5,4,4.76,55,Csoftmty Jobs
CNT00360,E02,Tata Consultancy Services,2023,12,December,Q4,Cybersecurity Analyst,75,19,4,3,4.0,38,Referidos
CNT00361,E02,Tata Consultancy Services,2024,1,January,Q1,Data Analyst,399,150,55,45,11.28,51,Csoftmty Jobs
CNT00362,E02,Tata Consultancy Services,2024,1,January,Q1,Software Developer,253,83,23,20,7.91,63,LinkedIn
CNT00363,E02,Tata Consultancy Services,2024,1,January,Q1,Backend Developer,160,44,14,10,6.25,37,Glassdoor
CNT00364,E02,Tata Consultancy Services,2024,1,January,Q1,Frontend Developer,182,60,19,11,6.04,46,OCC Mundial
CNT00365,E02,Tata Consultancy Services,2024,1,January,Q1,Full Stack Developer,128,36,12,8,6.25,27,LinkedIn
CNT00366,E02,Tata Consultancy Services,2024,1,January,Q1,DevOps Engineer,112,43,9,5,4.46,33,LinkedIn
CNT00367,E02,Tata Consultancy Services,2024,1,January,Q1,Cloud Architect,84,31,7,5,5.95,20,LinkedIn
CNT00368,E02,Tata Consultancy Services,2024,1,January,Q1,Scrum Master,156,61,22,15,9.62,61,Csoftmty Jobs
CNT00369,E02,Tata Consultancy Services,2024,1,January,Q1,Project Manager,117,48,15,11,9.4,21,Referidos
CNT00370,E02,Tata Consultancy Services,2024,1,January,Q1,Cybersecurity Analyst,110,39,13,11,10.0,22,Referidos
CNT00371,E02,Tata Consultancy Services,2024,2,February,Q1,Data Analyst,266,110,39,30,11.28,39,LinkedIn
CNT00372,E02,Tata Consultancy Services,2024,2,February,Q1,Software Developer,341,152,33,29,8.5,55,OCC Mundial
CNT00373,E02,Tata Consultancy Services,2024,2,February,Q1,Backend Developer,209,64,19,15,7.18,61,Universidad UANL/ITESM
CNT00374,E02,Tata Consultancy Services,2024,2,February,Q1,Frontend Developer,130,45,17,12,9.23,26,Universidad UANL/ITESM
CNT00375,E02,Tata Consultancy Services,2024,2,February,Q1,Full Stack Developer,176,46,9,7,3.98,20,LinkedIn
CNT00376,E02,Tata Consultancy Services,2024,2,February,Q1,DevOps Engineer,266,87,22,19,7.14,34,Universidad UANL/ITESM
CNT00377,E02,Tata Consultancy Services,2024,2,February,Q1,Cloud Architect,135,42,16,10,7.41,62,Referidos
CNT00378,E02,Tata Consultancy Services,2024,2,February,Q1,Scrum Master,153,53,18,11,7.19,56,Referidos
CNT00379,E02,Tata Consultancy Services,2024,2,February,Q1,Project Manager,112,29,9,7,6.25,32,Csoftmty Jobs
CNT00380,E02,Tata Consultancy Services,2024,2,February,Q1,Cybersecurity Analyst,75,33,11,7,9.33,63,Referidos
CNT00381,E02,Tata Consultancy Services,2024,3,March,Q1,Data Analyst,154,59,23,16,10.39,54,Csoftmty Jobs
CNT00382,E02,Tata Consultancy Services,2024,3,March,Q1,Software Developer,352,117,34,29,8.24,54,Glassdoor
CNT00383,E02,Tata Consultancy Services,2024,3,March,Q1,Backend Developer,224,91,19,14,6.25,51,LinkedIn
CNT00384,E02,Tata Consultancy Services,2024,3,March,Q1,Frontend Developer,168,74,27,23,13.69,31,OCC Mundial
CNT00385,E02,Tata Consultancy Services,2024,3,March,Q1,Full Stack Developer,198,85,23,15,7.58,47,Csoftmty Jobs
CNT00386,E02,Tata Consultancy Services,2024,3,March,Q1,DevOps Engineer,105,27,7,4,3.81,24,Referidos
CNT00387,E02,Tata Consultancy Services,2024,3,March,Q1,Cloud Architect,76,28,6,5,6.58,61,LinkedIn
CNT00388,E02,Tata Consultancy Services,2024,3,March,Q1,Scrum Master,110,29,6,3,2.73,58,Universidad UANL/ITESM
CNT00389,E02,Tata Consultancy Services,2024,3,March,Q1,Project Manager,30,9,2,1,3.33,39,OCC Mundial
CNT00390,E02,Tata Consultancy Services,2024,3,March,Q1,Cybersecurity Analyst,190,72,18,12,6.32,36,OCC Mundial
CNT00391,E02,Tata Consultancy Services,2024,4,April,Q2,Data Analyst,176,55,16,12,6.82,44,Referidos
CNT00392,E02,Tata Consultancy Services,2024,4,April,Q2,Software Developer,648,193,57,40,6.17,29,Universidad UANL/ITESM
CNT00393,E02,Tata Consultancy Services,2024,4,April,Q2,Backend Developer,266,92,31,25,9.4,45,LinkedIn
CNT00394,E02,Tata Consultancy Services,2024,4,April,Q2,Frontend Developer,192,67,15,12,6.25,31,Referidos
CNT00395,E02,Tata Consultancy Services,2024,4,April,Q2,Full Stack Developer,270,121,29,18,6.67,27,LinkedIn
CNT00396,E02,Tata Consultancy Services,2024,4,April,Q2,DevOps Engineer,119,40,10,6,5.04,50,LinkedIn
CNT00397,E02,Tata Consultancy Services,2024,4,April,Q2,Cloud Architect,190,79,21,17,8.95,50,OCC Mundial
CNT00398,E02,Tata Consultancy Services,2024,4,April,Q2,Scrum Master,33,13,5,4,12.12,41,OCC Mundial
CNT00399,E02,Tata Consultancy Services,2024,4,April,Q2,Project Manager,119,43,8,7,5.88,34,LinkedIn
CNT00400,E02,Tata Consultancy Services,2024,4,April,Q2,Cybersecurity Analyst,52,23,7,5,9.62,64,Universidad UANL/ITESM
CNT00401,E02,Tata Consultancy Services,2024,5,May,Q2,Data Analyst,240,93,29,23,9.58,40,LinkedIn
CNT00402,E02,Tata Consultancy Services,2024,5,May,Q2,Software Developer,475,137,47,35,7.37,51,OCC Mundial
CNT00403,E02,Tata Consultancy Services,2024,5,May,Q2,Backend Developer,152,51,16,13,8.55,42,LinkedIn
CNT00404,E02,Tata Consultancy Services,2024,5,May,Q2,Frontend Developer,80,30,6,5,6.25,34,LinkedIn
CNT00405,E02,Tata Consultancy Services,2024,5,May,Q2,Full Stack Developer,80,31,11,8,10.0,53,Glassdoor
CNT00406,E02,Tata Consultancy Services,2024,5,May,Q2,DevOps Engineer,56,21,5,3,5.36,62,LinkedIn
CNT00407,E02,Tata Consultancy Services,2024,5,May,Q2,Cloud Architect,114,40,14,12,10.53,58,Csoftmty Jobs
CNT00408,E02,Tata Consultancy Services,2024,5,May,Q2,Scrum Master,84,30,10,7,8.33,34,Referidos
CNT00409,E02,Tata Consultancy Services,2024,5,May,Q2,Project Manager,42,13,4,3,7.14,24,LinkedIn
CNT00410,E02,Tata Consultancy Services,2024,5,May,Q2,Cybersecurity Analyst,130,46,14,11,8.46,27,LinkedIn
CNT00411,E02,Tata Consultancy Services,2024,6,June,Q2,Data Analyst,230,67,26,20,8.7,49,LinkedIn
CNT00412,E02,Tata Consultancy Services,2024,6,June,Q2,Software Developer,510,205,52,40,7.84,22,Universidad UANL/ITESM
CNT00413,E02,Tata Consultancy Services,2024,6,June,Q2,Backend Developer,368,137,37,29,7.88,22,Csoftmty Jobs
CNT00414,E02,Tata Consultancy Services,2024,6,June,Q2,Frontend Developer,168,52,11,8,4.76,53,Referidos
CNT00415,E02,Tata Consultancy Services,2024,6,June,Q2,Full Stack Developer,91,26,9,7,7.69,60,Referidos
CNT00416,E02,Tata Consultancy Services,2024,6,June,Q2,DevOps Engineer,198,67,21,17,8.59,62,OCC Mundial
CNT00417,E02,Tata Consultancy Services,2024,6,June,Q2,Cloud Architect,144,57,11,7,4.86,47,LinkedIn
CNT00418,E02,Tata Consultancy Services,2024,6,June,Q2,Scrum Master,60,19,3,1,1.67,52,Referidos
CNT00419,E02,Tata Consultancy Services,2024,6,June,Q2,Project Manager,48,15,5,3,6.25,64,LinkedIn
CNT00420,E02,Tata Consultancy Services,2024,6,June,Q2,Cybersecurity Analyst,130,49,16,13,10.0,19,Referidos
CNT00421,E02,Tata Consultancy Services,2024,7,July,Q3,Data Analyst,378,107,26,20,5.29,20,LinkedIn
CNT00422,E02,Tata Consultancy Services,2024,7,July,Q3,Software Developer,220,82,24,19,8.64,62,LinkedIn
CNT00423,E02,Tata Consultancy Services,2024,7,July,Q3,Backend Developer,323,136,51,40,12.38,35,Csoftmty Jobs
CNT00424,E02,Tata Consultancy Services,2024,7,July,Q3,Frontend Developer,110,30,7,5,4.55,36,Referidos
CNT00425,E02,Tata Consultancy Services,2024,7,July,Q3,Full Stack Developer,285,105,22,13,4.56,50,LinkedIn
CNT00426,E02,Tata Consultancy Services,2024,7,July,Q3,DevOps Engineer,80,33,10,8,10.0,54,Glassdoor
CNT00427,E02,Tata Consultancy Services,2024,7,July,Q3,Cloud Architect,133,37,8,6,4.51,53,OCC Mundial
CNT00428,E02,Tata Consultancy Services,2024,7,July,Q3,Scrum Master,30,9,3,2,6.67,56,Universidad UANL/ITESM
CNT00429,E02,Tata Consultancy Services,2024,7,July,Q3,Project Manager,84,30,6,5,5.95,46,Csoftmty Jobs
CNT00430,E02,Tata Consultancy Services,2024,7,July,Q3,Cybersecurity Analyst,140,54,17,10,7.14,37,LinkedIn
CNT00431,E02,Tata Consultancy Services,2024,8,August,Q3,Data Analyst,360,98,30,18,5.0,50,Referidos
CNT00432,E02,Tata Consultancy Services,2024,8,August,Q3,Software Developer,612,235,75,66,10.78,61,Glassdoor
CNT00433,E02,Tata Consultancy Services,2024,8,August,Q3,Backend Developer,450,162,59,46,10.22,44,Glassdoor
CNT00434,E02,Tata Consultancy Services,2024,8,August,Q3,Frontend Developer,110,40,14,10,9.09,20,OCC Mundial
CNT00435,E02,Tata Consultancy Services,2024,8,August,Q3,Full Stack Developer,204,55,20,15,7.35,26,OCC Mundial
CNT00436,E02,Tata Consultancy Services,2024,8,August,Q3,DevOps Engineer,65,23,4,2,3.08,54,OCC Mundial
CNT00437,E02,Tata Consultancy Services,2024,8,August,Q3,Cloud Architect,48,21,7,4,8.33,39,Glassdoor
CNT00438,E02,Tata Consultancy Services,2024,8,August,Q3,Scrum Master,39,12,3,2,5.13,39,Csoftmty Jobs
CNT00439,E02,Tata Consultancy Services,2024,8,August,Q3,Project Manager,54,19,3,1,1.85,24,LinkedIn
