encuesta_id,empleado_id,empresa_id,empresa,rol,nivel,anio,satisfaccion_general,satisfaccion_salario,satisfaccion_ambiente,satisfaccion_crecimiento,satisfaccion_liderazgo,intencion_salida,razon_posible_salida
ENC000790,EMP07843,E12,TI Monterrey,Backend Developer,Senior,2024,3.8,3.4,3.7,3.4,3.9,Tal vez,Crecimiento profesional
ENC000791,EMP04059,E04,Infosys Monterrey,Frontend Developer,Senior,2023,4.1,4.4,4.2,3.6,4.0,Tal vez,Trabajo remoto
ENC000792,EMP04059,E04,Infosys Monterrey,Frontend Developer,Senior,2024,4.3,4.1,4.4,4.0,3.8,No,Mejor salario
ENC000793,EMP04989,E05,Globant Monterrey,Project Manager,Mid,2024,4.7,4.5,5.0,4.5,5.0,No,Crecimiento profesional
ENC000794,EMP00178,E01,Accenture Monterrey,Project Manager,Mid,2024,4.3,4.9,4.5,3.9,4.4,Tal vez,Crecimiento profesional
ENC000795,EMP07568,E11,Skye Group,Data Analyst,Junior,2023,4.4,3.9,4.5,4.4,4.3,No,Crecimiento profesional
ENC000796,EMP07568,E11,Skye Group,Data Analyst,Junior,2024,3.8,3.4,4.0,2.7,3.7,Tal vez,Cambio de ciudad
ENC000797,EMP04711,E04,Infosys Monterrey,Frontend Developer,Junior,2024,4.8,4.7,4.7,4.6,4.8,Tal vez,Trabajo remoto
ENC000798,EMP07082,E09,Deintec,Project Manager,Mid,2023,3.4,3.1,3.6,3.4,3.2,Sí,Mejor salario
ENC000799,EMP07082,E09,Deintec,Project Manager,Mid,2024,4.7,4.5,4.9,4.9,4.8,No,Trabajo remoto
ENC000800,EMP07069,E09,Deintec,Software Developer,Senior,2023,4.5,4.4,4.9,4.3,4.5,Tal vez,Cambio de ciudad
ENC000801,EMP05965,E06,BairesDev,Scrum Master,Senior,2024,3.9,3.7,4.5,4.2,4.0,No,Mejor salario
ENC000802,EMP06142,E07,Hexaware Technologies,Cloud Architect,Mid,2023,3.7,3.0,3.6,3.2,3.4,No,N/A
ENC000803,EMP00329,E01,Accenture Monterrey,Cloud Architect,Mid,2023,4.7,4.9,4.6,4.4,4.5,No,Startup propia
ENC000804,EMP00329,E01,Accenture Monterrey,Cloud Architect,Mid,2024,4.0,4.5,4.1,3.9,3.9,No,Trabajo remoto
ENC000805,EMP06571,E08,AZKA IT Consulting,Data Analyst,Junior,2023,4.1,3.8,4.3,3.9,3.9,No,Crecimiento profesional
ENC000806,EMP06571,E08,AZKA IT Consulting,Data Analyst,Junior,2024,4.0,3.3,4.1,3.6,3.8,No,Cambio de ciudad
ENC000807,EMP03904,E03,Neoris,Full Stack Developer,Junior,2023,4.1,3.9,4.3,3.8,4.2,No,Trabajo remoto
ENC000808,EMP03904,E03,Neoris,Full Stack Developer,Junior,2024,4.1,4.0,4.3,3.9,4.1,No,Mejor salario
ENC000809,EMP03359,E03,Neoris,Software Developer,Mid,2024,3.4,2.6,3.4,3.2,3.1,No,Mejor salario
ENC000810,EMP05068,E05,Globant Monterrey,Software Developer,Junior,2023,4.2,3.8,4.3,3.7,4.4,Sí,Trabajo remoto
ENC000811,EMP05068,E05,Globant Monterrey,Software Developer,Junior,2024,3.7,3.7,3.6,3.6,3.5,Tal vez,Cambio de ciudad
ENC000812,EMP02037,E02,Tata Consultancy Services,Full Stack Developer,Senior,2023,4.2,3.9,4.2,4.0,4.1,No,Crecimiento profesional
ENC000813,EMP02037,E02,Tata Consultancy Services,Full Stack Developer,Senior,2024,3.9,3.5,4.1,4.3,4.0,No,Mejor salario
ENC000814,EMP04943,E05,Globant Monterrey,Data Analyst,Junior,2024,4.1,4.0,4.0,3.9,4.3,No,Mejor salario
ENC000815,EMP01018,E01,Accenture Monterrey,Frontend Developer,Junior,2024,4.5,4.5,4.5,4.1,4.3,Tal vez,Mejor salario
ENC000816,EMP05285,E05,Globant Monterrey,Scrum Master,Mid,2023,4.4,4.2,4.8,4.0,4.2,Tal vez,Startup propia
ENC000817,EMP05285,E05,Globant Monterrey,Scrum Master,Mid,2024,3.7,3.4,3.9,3.8,3.6,No,Crecimiento profesional
ENC000818,EMP07350,E10,Axsis Tecnología,Data Analyst,Mid,2024,3.3,3.4,3.4,2.9,3.1,Tal vez,Trabajo remoto
ENC000819,EMP07020,E09,Deintec,Full Stack Developer,Junior,2023,4.4,4.0,4.6,4.0,4.3,Tal vez,Mejor salario
ENC000820,EMP07020,E09,Deintec,Full Stack Developer,Junior,2024,3.2,3.3,3.3,3.2,3.3,Tal vez,Trabajo remoto
ENC000821,EMP03255,E03,Neoris,Scrum Master,Mid,2024,4.1,3.7,4.4,3.9,3.9,Tal vez,N/A
ENC000822,EMP07628,E11,Skye Group,Data Analyst,Mid,2023,3.7,3.8,3.9,3.6,3.7,No,Crecimiento profesional
ENC000823,EMP07628,E11,Skye Group,Data Analyst,Mid,2024,4.6,4.4,4.7,4.2,5.0,No,Trabajo remoto
ENC000824,EMP02424,E02,Tata Consultancy Services,Software Developer,Junior,2023,4.6,4.4,5.0,4.8,4.5,Tal vez,Trabajo remoto
ENC000825,EMP02424,E02,Tata Consultancy Services,Software Developer,Junior,2024,3.7,2.6,3.8,3.7,3.7,Tal vez,Mejor salario
ENC000826,EMP06793,E08,AZKA IT Consulting,Cybersecurity Analyst,Junior,2023,4.7,4.5,4.5,4.2,4.9,No,Crecimiento profesional
ENC000827,EMP06793,E08,AZKA IT Consulting,Cybersecurity Analyst,Junior,2024,3.6,3.3,3.5,3.6,3.9,No,Trabajo remoto
ENC000828,EMP00182,E01,Accenture Monterrey,Software Developer,Mid,2023,4.7,4.9,5.0,4.9,4.4,Tal vez,Mejor salario
ENC000829,EMP00182,E01,Accenture Monterrey,Software Developer,Mid,2024,3.5,3.6,3.6,3.4,3.1,Tal vez,Mejor salario
ENC000830,EMP06563,E08,AZKA IT Consulting,Software Developer,Mid,2023,4.8,4.5,5.0,4.8,4.7,Sí,Trabajo remoto
ENC000831,EMP06563,E08,AZKA IT Consulting,Software Developer,Mid,2024,4.3,4.2,4.2,4.1,3.7,Tal vez,Crecimiento profesional
ENC000832,EMP03310,E03,Neoris,Full Stack Developer,Mid,2023,4.5,4.4,4.4,4.0,4.1,Sí,Mejor salario
ENC000833,EMP03310,E03,Neoris,Full Stack Developer,Mid,2024,4.1,3.7,4.0,4.2,4.0,No,Mejor salario
ENC000834,EMP07363,E10,Axsis Tecnología,Cybersecurity Analyst,Mid,2023,3.7,3.3,3.7,3.5,3.3,Tal vez,Trabajo remoto
ENC000835,EMP07363,E10,Axsis Tecnología,Cybersecurity Analyst,Mid,2024,4.5,4.9,4.6,4.0,4.8,No,Cambio de ciudad
ENC000836,EMP00648,E01,Accenture Monterrey,Software Developer,Senior,2023,4.1,3.8,4.2,4.0,3.8,Tal vez,Cambio de ciudad
ENC000837,EMP00648,E01,Accenture Monterrey,Software Developer,Senior,2024,4.3,3.6,4.4,4.2,4.4,No,Mejor salario
ENC000838,EMP00602,E01,Accenture Monterrey,Software Developer,Junior,2023,3.7,3.6,3.7,3.2,3.8,Tal vez,Trabajo remoto
ENC000839,EMP02185,E02,Tata Consultancy Services,Cloud Architect,Mid,2023,4.4,4.0,4.2,4.7,4.4,No,N/A
ENC000840,EMP02185,E02,Tata Consultancy Services,Cloud Architect,Mid,2024,3.3,3.1,3.5,3.6,3.6,Sí,Trabajo remoto
ENC000841,EMP03625,E03,Neoris,Frontend Developer,Junior,2023,4.0,4.0,4.1,3.9,4.1,No,Crecimiento profesional
ENC000842,EMP03625,E03,Neoris,Frontend Developer,Junior,2024,3.8,3.5,3.8,3.6,4.0,Tal vez,Mejor salario
ENC000843,EMP02930,E02,Tata Consultancy Services,Data Analyst,Mid,2023,4.9,4.7,4.9,4.7,4.5,No,Mejor salario
ENC000844,EMP02930,E02,Tata Consultancy Services,Data Analyst,Mid,2024,5.0,4.5,4.9,5.0,4.5,Tal vez,Crecimiento profesional
ENC000845,EMP04971,E05,Globant Monterrey,Software Developer,Junior,2023,3.0,3.1,3.1,3.0,3.2,Tal vez,Crecimiento profesional
ENC000846,EMP04971,E05,Globant Monterrey,Software Developer,Junior,2024,4.1,4.1,4.1,4.6,4.2,Sí,N/A
ENC000847,EMP03102,E03,Neoris,Software Developer,Senior,2023,5.0,4.6,5.0,4.9,4.6,No,Crecimiento profesional
ENC000848,EMP06220,E07,Hexaware Technologies,Backend Developer,Mid,2024,4.1,3.8,4.1,3.7,4.5,Tal vez,Mejor salario
ENC000849,EMP04706,E04,Infosys Monterrey,Software Developer,Junior,2023,3.4,3.3,3.5,3.9,2.8,Sí,Cambio de ciudad
ENC000850,EMP02485,E02,Tata Consultancy Services,Data Analyst,Junior,2024,3.8,2.9,4.0,3.7,3.8,Tal vez,Startup propia
ENC000851,EMP00042,E01,Accenture Monterrey,Scrum Master,Mid,2023,5.0,5.0,5.0,4.7,5.0,No,Mejor salario
ENC000852,EMP05999,E06,BairesDev,Backend Developer,Mid,2024,4.2,3.5,4.3,4.3,4.6,No,Trabajo remoto
ENC000853,EMP04479,E04,Infosys Monterrey,Data Analyst,Mid,2023,3.9,3.9,4.1,3.8,3.9,No,Trabajo remoto
ENC000854,EMP06465,E07,Hexaware Technologies,Frontend Developer,Mid,2023,3.6,3.0,3.8,4.0,3.4,Tal vez,Trabajo remoto
ENC000855,EMP06465,E07,Hexaware Technologies,Frontend Developer,Mid,2024,5.0,4.6,4.9,4.9,5.0,No,Crecimiento profesional
ENC000856,EMP00218,E01,Accenture Monterrey,Backend Developer,Senior,2023,5.0,4.3,5.0,5.0,5.0,No,Crecimiento profesional
ENC000857,EMP00218,E01,Accenture Monterrey,Backend Developer,Senior,2024,4.6,4.4,4.5,4.9,4.9,No,Crecimiento profesional
ENC000858,EMP00186,E01,Accenture Monterrey,Software Developer,Junior,2023,4.9,4.1,5.0,4.6,4.8,No,Cambio de ciudad
ENC000859,EMP00186,E01,Accenture Monterrey,Software Developer,Junior,2024,4.2,4.0,4.2,4.0,3.9,No,Crecimiento profesional
ENC000860,EMP03200,E03,Neoris,Software Developer,Senior,2023,4.7,4.4,4.7,4.8,5.0,No,Crecimiento profesional
ENC000861,EMP03200,E03,Neoris,Software Developer,Senior,2024,4.2,4.4,4.5,4.5,4.9,No,Trabajo remoto
ENC000862,EMP07718,E11,Skye Group,Data Analyst,Junior,2023,3.7,3.4,3.8,3.8,3.7,No,Trabajo remoto
ENC000863,EMP07718,E11,Skye Group,Data Analyst,Junior,2024,5.0,4.5,4.8,5.0,4.7,No,Mejor salario
ENC000864,EMP05120,E05,Globant Monterrey,Cybersecurity Analyst,Senior,2023,4.6,4.0,4.8,4.6,4.4,Tal vez,Mejor salario
ENC000865,EMP05120,E05,Globant Monterrey,Cybersecurity Analyst,Senior,2024,4.9,4.6,4.8,4.5,5.0,No,Mejor salario
ENC000866,EMP02843,E02,Tata Consultancy Services,Software Developer,Mid,2023,5.0,5.0,4.9,4.6,5.0,Sí,Crecimiento profesional
ENC000867,EMP02843,E02,Tata Consultancy Services,Software Developer,Mid,2024,3.2,3.5,3.7,3.0,3.3,No,Crecimiento profesional
ENC000868,EMP04615,E04,Infosys Monterrey,Cloud Architect,Senior,2023,4.8,4.9,4.8,4.8,5.0,Tal vez,Crecimiento profesional
ENC000869,EMP00677,E01,Accenture Monterrey,Software Developer,Junior,2023,3.4,3.7,4.0,3.5,3.3,No,Cambio de ciudad
ENC000870,EMP02988,E02,Tata Consultancy Services,Frontend Developer,Junior,2023,3.1,2.9,3.2,3.4,3.3,No,N/A
ENC000871,EMP02988,E02,Tata Consultancy Services,Frontend Developer,Junior,2024,3.9,3.6,4.3,4.0,4.1,Tal vez,Crecimiento profesional
ENC000872,EMP06486,E07,Hexaware Technologies,Software Developer,Junior,2023,4.0,3.8,4.1,4.6,3.7,No,N/A
ENC000873,EMP06486,E07,Hexaware Technologies,Software Developer,Junior,2024,3.9,3.5,3.8,3.4,3.9,No,Crecimiento profesional
ENC000874,EMP00088,E01,Accenture Monterrey,Scrum Master,Mid,2023,4.0,2.9,4.2,4.4,3.9,No,Crecimiento profesional
ENC000875,EMP00088,E01,Accenture Monterrey,Scrum Master,Mid,2024,3.0,2.7,3.2,3.2,3.1,Tal vez,Mejor salario
ENC000876,EMP01057,E01,Accenture Monterrey,Backend Developer,Senior,2023,5.0,5.0,4.9,4.5,5.0,No,N/A
ENC000877,EMP01057,E01,Accenture Monterrey,Backend Developer,Senior,2024,4.6,4.5,4.6,4.9,4.7,No,Crecimiento profesional
ENC000878,EMP06280,E07,Hexaware Technologies,Software Developer,Mid,2023,3.9,3.1,3.8,4.0,4.0,Sí,Crecimiento profesional
ENC000879,EMP06280,E07,Hexaware Technologies,Software Developer,Mid,2024,4.1,3.9,4.4,4.1,4.5,No,Trabajo remoto
ENC000880,EMP04148,E04,Infosys Monterrey,Software Developer,Senior,2023,4.0,4.2,4.2,3.6,3.9,Sí,Mejor salario
ENC000881,EMP04148,E04,Infosys Monterrey,Software Developer,Senior,2024,5.0,5.0,5.0,4.8,5.0,No,Cambio de ciudad
ENC000882,EMP04826,E05,Globant Monterrey,Scrum Master,Mid,2023,3.8,3.3,3.4,4.1,4.5,No,N/A
ENC000883,EMP04826,E05,Globant Monterrey,Scrum Master,Mid,2024,3.9,3.7,4.2,3.9,4.3,No,Mejor salario
ENC000884,EMP05399,E05,Globant Monterrey,Scrum Master,Senior,2023,4.4,4.7,4.4,4.4,4.5,No,Cambio de ciudad
ENC000885,EMP05399,E05,Globant Monterrey,Scrum Master,Senior,2024,4.3,4.6,4.6,4.2,3.9,No,Trabajo remoto
ENC000886,EMP00258,E01,Accenture Monterrey,Scrum Master,Senior,2023,5.0,4.7,4.7,5.0,4.9,No,Startup propia
ENC000887,EMP00258,E01,Accenture Monterrey,Scrum Master,Senior,2024,4.6,4.5,5.0,4.5,4.5,Tal vez,Mejor salario
ENC000888,EMP03659,E03,Neoris,Software Developer,Junior,2023,3.5,3.5,3.6,3.7,3.2,Tal vez,Trabajo remoto
ENC000889,EMP03165,E03,Neoris,Full Stack Developer,Mid,2024,3.4,3.3,3.8,3.5,3.8,No,N/A
ENC000890,EMP05817,E06,BairesDev,Software Developer,Junior,2023,4.3,4.3,4.9,4.4,4.6,No,Trabajo remoto
ENC000891,EMP05817,E06,BairesDev,Software Developer,Junior,2024,3.9,3.2,4.1,3.8,3.7,No,Mejor salario
ENC000892,EMP05663,E06,BairesDev,Project Manager,Senior,2023,3.9,3.3,3.9,3.9,4.2,No,Cambio de ciudad
ENC000893,EMP05663,E06,BairesDev,Project Manager,Senior,2024,4.2,4.5,4.3,4.1,4.3,Sí,Cambio de ciudad
ENC000894,EMP02454,E02,Tata Consultancy Services,DevOps Engineer,Mid,2024,3.7,3.7,3.6,3.4,3.7,Tal vez,Trabajo remoto
ENC000895,EMP04396,E04,Infosys Monterrey,Project Manager,Senior,2023,3.6,3.1,4.1,3.6,4.2,No,Trabajo remoto
ENC000896,EMP04396,E04,Infosys Monterrey,Project Manager,Senior,2024,4.1,4.2,4.1,3.8,3.5,No,Trabajo remoto
ENC000897,EMP01254,E01,Accenture Monterrey,Frontend Developer,Junior,2023,3.3,2.8,3.4,3.4,3.6,No,N/A
ENC000898,EMP01254,E01,Accenture Monterrey,Frontend Developer,Junior,2024,4.1,3.8,4.0,3.9,3.9,Tal vez,Mejor salario
ENC000899,EMP04980,E05,Globant Monterrey,Software Developer,Mid,2023,3.5,3.0,3.3,3.8,3.3,Sí,Crecimiento profesional
ENC000900,EMP04980,E05,Globant Monterrey,Software Developer,Mid,2024,3.2,3.1,3.3,3.3,3.5,No,Mejor salario
ENC000901,EMP03721,E03,Neoris,Backend Developer,Mid,2023,3.8,3.5,3.9,4.0,3.7,Sí,Cambio de ciudad
ENC000902,EMP03721,E03,Neoris,Backend Developer,Mid,2024,3.9,4.2,4.3,4.5,4.3,No,Mejor salario
ENC000903,EMP06410,E07,Hexaware Technologies,Cybersecurity Analyst,Mid,2023,4.2,3.8,4.5,3.9,3.8,No,Startup propia
ENC000904,EMP00544,E01,Accenture Monterrey,Frontend Developer,Mid,2023,4.4,4.3,4.4,4.2,4.3,No,Crecimiento profesional
ENC000905,EMP00544,E01,Accenture Monterrey,Frontend Developer,Mid,2024,4.3,3.7,4.3,4.1,4.3,No,Mejor salario
ENC000906,EMP07194,E09,Deintec,DevOps Engineer,Mid,2023,4.4,3.9,4.6,4.2,4.2,No,Mejor salario
ENC000907,EMP07194,E09,Deintec,DevOps Engineer,Mid,2024,3.5,3.8,3.8,3.1,3.4,No,N/A
ENC000908,EMP04610,E04,Infosys Monterrey,Cybersecurity Analyst,Junior,2024,3.2,3.0,3.2,2.6,3.3,Sí,Mejor salario
ENC000909,EMP05266,E05,Globant Monterrey,Software Developer,Junior,2024,3.9,3.7,4.0,3.1,3.7,No,Trabajo remoto
ENC000910,EMP04508,E04,Infosys Monterrey,Backend Developer,Senior,2024,4.7,4.6,4.9,5.0,4.4,No,Trabajo remoto
ENC000911,EMP00880,E01,Accenture Monterrey,Software Developer,Senior,2023,4.7,4.9,4.8,4.7,4.5,Sí,Crecimiento profesional
ENC000912,EMP00880,E01,Accenture Monterrey,Software Developer,Senior,2024,4.9,4.9,5.0,4.4,4.9,Tal vez,Mejor salario
ENC000913,EMP01316,E01,Accenture Monterrey,DevOps Engineer,Mid,2023,4.6,4.3,4.7,4.4,4.8,No,Crecimiento profesional
ENC000914,EMP00713,E01,Accenture Monterrey,Cybersecurity Analyst,Mid,2024,4.1,3.8,4.4,3.9,4.3,No,Cambio de ciudad
ENC000915,EMP06791,E08,AZKA IT Consulting,Project Manager,Mid,2023,4.1,4.0,4.1,4.4,4.1,No,Mejor salario
ENC000916,EMP06791,E08,AZKA IT Consulting,Project Manager,Mid,2024,3.5,3.4,3.6,3.3,3.7,No,Mejor salario
ENC000917,EMP00382,E01,Accenture Monterrey,Software Developer,Junior,2023,3.5,3.2,3.3,3.5,3.8,No,Trabajo remoto
ENC000918,EMP00382,E01,Accenture Monterrey,Software Developer,Junior,2024,3.1,2.9,3.3,2.4,2.9,No,Crecimiento profesional
ENC000919,EMP00057,E01,Accenture Monterrey,Backend Developer,Mid,2024,4.1,4.3,4.1,3.9,3.8,No,N/A
ENC000920,EMP00070,E01,Accenture Monterrey,Cloud Architect,Mid,2024,4.1,3.6,4.1,4.1,4.4,No,Startup propia
ENC000921,EMP04512,E04,Infosys Monterrey,Frontend Developer,Junior,2023,3.2,3.2,3.3,3.7,3.4,Tal vez,Crecimiento profesional
ENC000922,EMP04512,E04,Infosys Monterrey,Frontend Developer,Junior,2024,3.6,3.3,4.0,3.1,3.5,No,Mejor salario
ENC000923,EMP02693,E02,Tata Consultancy Services,Software Developer,Mid,2023,3.8,3.7,3.7,3.9,3.9,Tal vez,Crecimiento profesional
ENC000924,EMP05150,E05,Globant Monterrey,Software Developer,Senior,2023,4.1,3.6,4.2,4.0,3.7,No,Cambio de ciudad
ENC000925,EMP05150,E05,Globant Monterrey,Software Developer,Senior,2024,4.7,4.8,4.8,4.5,4.4,No,Trabajo remoto
ENC000926,EMP06709,E08,AZKA IT Consulting,Project Manager,Mid,2023,4.1,3.7,4.0,4.6,4.3,Tal vez,Crecimiento profesional
ENC000927,EMP04849,E05,Globant Monterrey,Cloud Architect,Senior,2023,4.9,4.9,4.9,5.0,5.0,Tal vez,Trabajo remoto
ENC000928,EMP03239,E03,Neoris,Project Manager,Mid,2023,4.9,4.4,4.9,5.0,4.7,Sí,N/A
ENC000929,EMP03239,E03,Neoris,Project Manager,Mid,2024,4.3,4.4,4.4,3.9,4.2,Tal vez,Trabajo remoto
ENC000930,EMP01841,E02,Tata Consultancy Services,Backend Developer,Junior,2023,3.4,3.1,3.7,3.6,3.7,Tal vez,Cambio de ciudad
ENC000931,EMP01841,E02,Tata Consultancy Services,Backend Developer,Junior,2024,4.1,3.6,4.4,4.7,3.9,No,Trabajo remoto
ENC000932,EMP01666,E01,Accenture Monterrey,Full Stack Developer,Junior,2023,3.7,3.5,4.4,3.2,3.7,No,Mejor salario
ENC000933,EMP00707,E01,Accenture Monterrey,Backend Developer,Junior,2023,3.1,3.0,3.5,3.2,2.9,Tal vez,Trabajo remoto
ENC000934,EMP00707,E01,Accenture Monterrey,Backend Developer,Junior,2024,4.0,3.9,3.9,4.0,3.9,Tal vez,Cambio de ciudad
ENC000935,EMP00446,E01,Accenture Monterrey,Project Manager,Senior,2024,5.0,4.8,5.0,4.9,4.5,No,Cambio de ciudad
ENC000936,EMP02222,E02,Tata Consultancy Services,Software Developer,Mid,2023,4.9,4.4,4.9,4.0,4.6,Tal vez,Mejor salario
ENC000937,EMP03949,E03,Neoris,Data Analyst,Mid,2023,4.4,4.0,4.2,4.0,3.9,Tal vez,Mejor salario
ENC000938,EMP03949,E03,Neoris,Data Analyst,Mid,2024,4.3,4.1,4.5,4.2,4.1,No,Mejor salario
ENC000939,EMP03863,E03,Neoris,Frontend Developer,Mid,2023,3.2,3.5,3.3,3.3,3.4,No,Trabajo remoto
ENC000940,EMP03863,E03,Neoris,Frontend Developer,Mid,2024,4.0,3.3,4.2,4.0,4.3,No,Mejor salario
ENC000941,EMP00737,E01,Accenture Monterrey,Cybersecurity Analyst,Junior,2023,4.3,3.6,4.2,4.9,4.4,No,Crecimiento profesional
ENC000942,EMP00737,E01,Accenture Monterrey,Cybersecurity Analyst,Junior,2024,3.9,3.7,4.0,3.6,3.5,No,Cambio de ciudad
ENC000943,EMP02390,E02,Tata Consultancy Services,Cloud Architect,Senior,2023,4.1,3.7,4.2,3.6,4.1,No,Mejor salario
ENC000944,EMP02390,E02,Tata Consultancy Services,Cloud Architect,Senior,2024,4.2,3.7,4.5,4.5,4.1,No,N/A
ENC000945,EMP04717,E04,Infosys Monterrey,Cloud Architect,Senior,2024,4.0,4.5,4.2,4.1,4.3,No,Trabajo remoto
ENC000946,EMP02339,E02,Tata Consultancy Services,Data Analyst,Junior,2023,3.0,2.6,3.2,3.0,3.0,No,Mejor salario
ENC000947,EMP02339,E02,Tata Consultancy Services,Data Analyst,Junior,2024,3.3,3.1,3.6,3.6,3.2,Sí,Crecimiento profesional
ENC000948,EMP05558,E06,BairesDev,Backend Developer,Junior,2023,3.4,3.7,3.8,3.5,3.3,No,Mejor salario
ENC000949,EMP05558,E06,BairesDev,Backend Developer,Junior,2024,4.5,4.6,5.0,4.1,4.8,No,Mejor salario
ENC000950,EMP03261,E03,Neoris,Full Stack Developer,Mid,2024,3.2,3.1,3.2,2.9,3.2,No,N/A
ENC000951,EMP02224,E02,Tata Consultancy Services,Backend Developer,Mid,2023,4.2,3.6,4.3,4.3,4.8,No,Trabajo remoto
ENC000952,EMP02224,E02,Tata Consultancy Services,Backend Developer,Mid,2024,4.4,3.9,4.4,4.3,4.7,No,Mejor salario
ENC000953,EMP00020,E01,Accenture Monterrey,DevOps Engineer,Mid,2023,3.7,3.5,3.8,3.1,4.0,Tal vez,Crecimiento profesional
ENC000954,EMP00020,E01,Accenture Monterrey,DevOps Engineer,Mid,2024,4.8,4.5,4.9,5.0,4.8,No,Crecimiento profesional
ENC000955,EMP02281,E02,Tata Consultancy Services,Scrum Master,Mid,2023,4.0,3.8,4.2,3.8,3.7,Tal vez,Trabajo remoto
ENC000956,EMP07170,E09,Deintec,Data Analyst,Mid,2023,3.3,3.6,3.6,2.9,3.0,No,Crecimiento profesional
ENC000957,EMP07170,E09,Deintec,Data Analyst,Mid,2024,4.6,4.3,4.6,4.3,4.7,No,Mejor salario
ENC000958,EMP01010,E01,Accenture Monterrey,Data Analyst,Senior,2023,5.0,4.9,4.8,4.9,4.9,Tal vez,Mejor salario
ENC000959,EMP01010,E01,Accenture Monterrey,Data Analyst,Senior,2024,5.0,5.0,5.0,5.0,5.0,No,Trabajo remoto
ENC000960,EMP05195,E05,Globant Monterrey,Cybersecurity Analyst,Senior,2023,5.0,4.8,5.0,4.8,4.9,No,Mejor salario
ENC000961,EMP05195,E05,Globant Monterrey,Cybersecurity Analyst,Senior,2024,4.2,3.9,4.6,4.4,4.3,Tal vez,Cambio de ciudad
ENC000962,EMP06961,E09,Deintec,Backend Developer,Junior,2023,3.4,3.4,3.3,3.2,3.5,Tal vez,Mejor salario
ENC000963,EMP06961,E09,Deintec,Backend Developer,Junior,2024,3.2,2.9,3.6,2.7,3.4,Sí,Mejor salario
ENC000964,EMP00477,E01,Accenture Monterrey,Software Developer,Junior,2023,3.7,3.1,4.1,3.8,3.7,No,Trabajo remoto
ENC000965,EMP00477,E01,Accenture Monterrey,Software Developer,Junior,2024,3.7,3.4,3.8,4.0,3.5,No,Trabajo remoto
ENC000966,EMP03919,E03,Neoris,Software Developer,Senior,2023,4.0,4.2,4.0,3.8,4.2,No,Mejor salario
ENC000967,EMP01058,E01,Accenture Monterrey,Cloud Architect,Senior,2024,3.9,3.6,3.9,3.9,3.9,No,Cambio de ciudad
ENC000968,EMP02182,E02,Tata Consultancy Services,Backend Developer,Senior,2023,4.2,3.6,4.3,4.4,4.4,Sí,Startup propia
ENC000969,EMP02182,E02,Tata Consultancy Services,Backend Developer,Senior,2024,4.6,4.5,4.5,4.8,4.7,No,Startup propia
ENC000970,EMP00469,E01,Accenture Monterrey,Data Analyst,Senior,2023,4.5,4.6,4.7,4.2,4.0,Sí,Mejor salario
ENC000971,EMP00469,E01,Accenture Monterrey,Data Analyst,Senior,2024,3.9,3.6,3.7,3.2,3.8,No,Crecimiento profesional
ENC000972,EMP07733,E12,TI Monterrey,Backend Developer,Mid,2023,3.7,3.3,4.0,3.6,3.8,Sí,Mejor salario
ENC000973,EMP00309,E01,Accenture Monterrey,Cybersecurity Analyst,Senior,2023,3.6,3.3,4.0,3.7,3.7,Tal vez,N/A
ENC000974,EMP00309,E01,Accenture Monterrey,Cybersecurity Analyst,Senior,2024,4.0,4.2,4.2,4.5,3.7,Tal vez,N/A
ENC000975,EMP07349,E10,Axsis Tecnología,Backend Developer,Junior,2023,4.0,4.3,4.0,4.0,4.0,No,Crecimiento profesional
ENC000976,EMP07349,E10,Axsis Tecnología,Backend Developer,Junior,2024,4.0,3.8,4.0,4.3,4.1,No,Trabajo remoto
ENC000977,EMP02852,E02,Tata Consultancy Services,Cybersecurity Analyst,Mid,2024,3.4,3.4,3.3,3.6,3.5,No,Mejor salario
ENC000978,EMP01023,E01,Accenture Monterrey,Backend Developer,Mid,2024,3.4,3.3,3.5,3.2,3.2,Sí,Mejor salario
ENC000979,EMP05678,E06,BairesDev,Full Stack Developer,Senior,2023,4.5,4.2,4.5,4.0,4.8,No,Crecimiento profesional
ENC000980,EMP05678,E06,BairesDev,Full Stack Developer,Senior,2024,5.0,5.0,5.0,5.0,4.7,Tal vez,Mejor salario
ENC000981,EMP05368,E05,Globant Monterrey,Backend Developer,Senior,2023,4.7,4.4,4.9,4.3,4.8,Tal vez,Mejor salario
ENC000982,EMP05368,E05,Globant Monterrey,Backend Developer,Senior,2024,3.8,3.7,4.2,3.8,3.5,Sí,Trabajo remoto
ENC000983,EMP02846,E02,Tata Consultancy Services,Full Stack Developer,Mid,2024,4.1,3.9,4.1,4.2,3.7,Tal vez,Trabajo remoto
ENC000984,EMP04554,E04,Infosys Monterrey,Data Analyst,Junior,2023,4.2,4.1,4.5,3.8,3.8,Sí,N/A
ENC000985,EMP07422,E10,Axsis Tecnología,Full Stack Developer,Junior,2023,2.8,2.4,2.7,2.0,2.9,No,Mejor salario
ENC000986,EMP04464,E04,Infosys Monterrey,Data Analyst,Junior,2023,3.5,3.7,3.9,3.3,3.3,Tal vez,Crecimiento profesional
ENC000987,EMP04464,E04,Infosys Monterrey,Data Analyst,Junior,2024,4.6,4.6,5.0,4.2,5.0,Tal vez,Mejor salario
